省份,城市,区域,商圈,资源名称,详细地址,楼盘类型,楼栋数量,单元门数量,楼盘价格,住户数量,入住年份,广告限制,大门口媒体面数,单元内媒体数,其他媒体面数,总媒体面数
四川省,成都市,武侯区,武侯 外双楠,天乐苑小区,"云影路2号,天乐街1号",社区,13,51.0,16070,1441,2002,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",2,102,0,104
四川省,成都市,新都区,新都 大丰,北新润苑一期,詹家湾路2号,社区,7,15.0,13790,912,2012,,0,30,0,30
四川省,成都市,温江区,温江 光华大道沿线,创+理想城,温江区鹏程路166号8号公馆南门对面,社区,4,4.0,14673,257,2018,,0,8,0,8
四川省,成都市,郫都区,郫都 郫县城区,香缇华府,郫都区顺河路195号,社区,15,30.0,13520,774,2015,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",3,60,0,63
四川省,成都市,武侯区,武侯 华西,武侯名园,武侯祠横街18号,社区,5,15.0,18983,487,2001,,2,30,0,32
四川省,成都市,武侯区,武侯广福桥,风华庭,武侯区广福桥正街8号,社区,1,10.0,15229,413,2004,,0,20,0,20
四川省,成都市,武侯区,武侯 丽都,长益商业寓所,武侯区长益路11号,社区,2,2.0,9508,348,2008,,1,2,0,3
四川省,成都市,双流区,双流 航空港,温资华园壹号,双流区锦华路30号,社区,24,24.0,19506,173,2014,,2,0,0,2
四川省,成都市,金牛区,金牛 茶店子,和谐家园,金牛区蜀汉路369号,社区,2,6.0,14946,432,2006,,0,12,0,12
四川省,成都市,成华区,成华 猛追湾,82小区梧桐苑,成华区建设路43号,社区,2,2.0,15540,381,2004,,1,0,0,1
四川省,成都市,武侯区,武侯草金立交,美丽庭苑,武青北路66号,社区,3,7.0,13513,84,2000,,1,14,0,15
四川省,成都市,双流区,双流 航空港,佰客郡,机场路常乐二段111号,社区,3,10.0,14012,818,2010,,2,20,0,22
四川省,成都市,青羊区,青羊 人民公园,锦江时代花园,锦里西路107号附1号,社区,2,2.0,19303,216,2002,,2,0,0,2
四川省,成都市,成华区,成华 SM广场,宏明锦苑,建设南路8号,社区,2,7.0,13331,1443,2013,,0,14,0,14
四川省,成都市,成华区,成华 新华公园,东方1+1,双林南支路22号,社区,1,1.0,16333,91,2007,,0,2,0,2
四川省,成都市,高新区,高新 大源,天合凯旋南城,盛邦街366号,社区,7,15.0,28234,1200,2013,,2,32,2,36
四川省,成都市,郫都区,郫都犀浦,漱玉花园,郫都区靖兴街111号,社区,6,6.0,10646,411,2007,,3,0,0,3
四川省,成都市,武侯区,武侯 双楠,戎居苑,安居街88号,社区,5,14.0,12609,660,2002,,0,28,0,28
四川省,成都市,武侯区,武侯双楠,名都苑,武侯区双楠路1号,社区,7,22.0,14999,484,2003,,2,0,0,2
四川省,成都市,武侯区,武侯 高朋,檀香山,武侯区二环路南四段19号(丽都公园旁),社区,4,8.0,24365,772,2007,,0,32,0,32
四川省,成都市,青羊区,青羊 府南新区,原景晓筑,青羊区磨底河沿街15号,社区,2,2.0,16279,108,2000,,1,0,0,1
四川省,成都市,武侯区,武侯广福桥,新筑公寓,武侯区广福桥北街6号,社区,3,4.0,17872,280,2003,,6,0,0,6
四川省,成都市,高新区,高新 中和,时代天府,新上街159号,社区,1,2.0,25987,615,2012,,0,2,0,2
四川省,成都市,温江区,温江 国色天乡,鹭湖宫6A区,江宁南路88号,社区,4,6.0,11121,662,2009,,1,0,0,1
四川省,成都市,温江区,温江 国色天乡,鹭湖宫6C区,万春镇天乡路88号,社区,4,6.0,11121,662,2009,,2,0,0,2
四川省,成都市,温江区,温江 国色天乡,国色天香庆典城,温江区春韵南路与江宁南路交叉路口往西约100米,社区,13,26.0,8419,432,2009,,2,0,0,2
四川省,成都市,成华区,成华 理工大,泰博理想城二期,仙韵巷66号,社区,8,8.0,25764,2669,2015,"不孕不育,中介,低俗,低俗医疗,保险,养老,内衣内裤,医疗保健,医美整形,房屋地产,房屋租赁,教育培训,沐足SPA,物业,贷款,金融理财",1,2,0,3
四川省,成都市,武侯区,武侯高升桥,营盛大厦,武侯区红牌楼北街31号,社区,1,2.0,15509,360,2017,,2,6,0,8
四川省,成都市,锦江区,锦江 盐市口,经典坐标,锦江区新华大道玉沙路新华路小学东侧约120米,社区,1,1.0,13288,322,2002,,2,0,0,2
四川省,成都市,双流区,双流东升镇,锦尚阳光,双流区金河路1885号,社区,3,6.0,14951,534,2011,,0,12,0,12
四川省,成都市,武侯区,武侯 外双楠,双楠融域,武侯区栖霞路1号,社区,5,5.0,21282,389,2008,,4,18,0,22
四川省,成都市,天府新区,天府新区 华阳,欧香小镇,国际城南剑南大道669号(元华路),社区,57,57.0,21034,637,2011,,3,12,0,15
四川省,成都市,武侯区,武侯 外双楠,白兰地,龙华北路10号,社区,2,2.0,17582,406,2008,,1,0,0,1
四川省,成都市,成华区,成华 猛追湾,八二小区二区紫薇苑,四川成华区建设路43号8幢,社区,9,9.0,21045,680,1998,,1,0,0,1
四川省,成都市,温江区,温江 国色天乡,鹭湖宫6B区,温江区天香路二段299号,社区,4,6.0,11121,662,2009,,2,0,1,3
四川省,成都市,温江区,温江 国色天乡,五号社区,温江区万春镇春江西路98号,社区,5,5.0,10990,474,2011,,1,0,0,1
四川省,成都市,武侯区,武侯 航空路,翠云庭,航空路5号,社区,2,4.0,19962,203,2002,,2,8,0,10
四川省,成都市,武侯区,武侯航空路,水漪袅铜,武侯区新希望路2号,社区,5,25.0,21814,988,2005,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",4,50,0,54
四川省,成都市,高新区,高新天府长城,蓝光凯丽滨江,天环街680号,社区,4,8.0,31719,1855,2006,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,4,0,4
四川省,成都市,郫都区,郫都 犀浦,合能四季城一期,郫都区犀浦街道福梓路221号,社区,5,14.0,14043,2452,2013,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",4,20,4,28
四川省,成都市,青羊区,青羊 宽窄巷子,现代城成都,锦里西路119号,社区,7,7.0,20515,1338,2003,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",0,1,0,1
四川省,成都市,青羊区,青羊 外光华,光华碧邻,青羊光华西二路126号(妇女儿童医院对面),社区,11,19.0,23335,2561,2013,,3,37,0,40
四川省,成都市,锦江区,锦江 琉璃场,东晶丽苑,锦江区锦华路二段755号,社区,7,10.0,15604,927,2005,,3,20,0,23
四川省,成都市,青羊区,青羊 八宝街,正黄金域国际,青羊区同心路1,社区,2,2.0,23316,894,2010,,4,8,0,12
四川省,成都市,郫都区,郫都 犀浦,合能四季城三期,郫都区福梓路228号,社区,2,6.0,12971,821,2013,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,12,0,12
四川省,成都市,郫都区,郫都 犀浦,合能四季城二期,龙吟路230号,社区,7,11.0,14626,2240,2013,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,22,2,24
四川省,成都市,武侯区,武侯五大花园,合能珍宝金楠,武侯区金雁路298号,社区,3,3.0,23823,254,2017,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,6,0,6
四川省,成都市,青羊区,青羊 府南新区,清溪苑,同善桥东街2号,社区,2,2.0,12195,250,2000,,2,0,0,2
四川省,成都市,武侯区,武侯 武侯立交,金楠尚府,武侯区果丰路88号,社区,2,2.0,18493,472,2014,,2,3,0,5
四川省,成都市,双流区,双流航空港,蓝润棠湖春天V客,寺圣二路48号,社区,5,7.0,16704,2747,2013,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",2,14,0,16
四川省,成都市,高新区,高新 天府长城,半岛城邦三期小区,科华南路与天久北巷交叉路口往东约50米,社区,9,20.0,37275,1255,2011,"不孕不育,中介,低俗,低俗医疗,保险,内衣内裤,医疗保健,医美整形,房屋地产,房屋租赁,教育培训,沐足SPA,物业,贷款,金融理财",4,40,0,44
四川省,成都市,武侯区,武侯 航空路,伊甸阳光,武侯区棕树北街51,社区,3,8.0,21055,466,2005,,2,16,0,18
四川省,成都市,高新区,高新 中和,红树湾一期,"中和大道二段69号,府兴路51号",社区,11,16.0,22771,2018,2018,,0,16,0,16
四川省,成都市,郫都区,郫都郫县万达,恒创蜀都公馆,郫都区郫筒镇望丛东路2号,社区,3,5.0,10457,695,2011,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",2,10,0,12
四川省,成都市,双流区,双流 文星镇,蓝润华府春天,双流区西航港光电大道289号,社区,13,24.0,16420,2016,2016,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",1,47,0,48
四川省,成都市,金牛区,金牛 华侨城,西城首峻,金牛区金立路9号,社区,3,3.0,14193,1020,2008,,0,4,0,4
四川省,成都市,金牛区,金牛 五块石,一品荷花,北站东二路26号,社区,1,3.0,11977,630,2007,,2,0,0,2
四川省,成都市,金牛区,金牛 茶店子,金港湾花园二期,茶店子蜀光路16号,社区,10,26.0,15312,551,2004,,0,51,1,52
四川省,成都市,青羊区,青羊 金沙,中大君悦金沙五期,蜀辉路8号,社区,15,21.0,26820,1432,2012,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,42,0,42
四川省,成都市,金牛区,金牛 高家庄,青房天韵华庭,金牛区蜀西环街66,社区,7,28.0,19663,1375,2012,,0,56,0,56
四川省,成都市,郫都区,郫都 红光,西郡英华二期,郫都区红光西郡英华二期(港大路东),社区,5,14.0,11428,2451,2013,,2,0,0,2
四川省,成都市,龙泉驿区,龙泉驿 龙泉驿城区,合能珍宝玲珑,龙泉驿区驿泉路111号,社区,1,3.0,14640,396,2016,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,4,0,4
四川省,成都市,双流区,双流 东升镇,正昌幸福岭,三强北路三段59号,社区,1,2.0,11856,422,2014,,1,8,0,9
四川省,成都市,成华区,成华 万象城,锦绣东方一期,东秀一路218号,社区,19,19.0,18117,4492,2012,,1,0,0,1
四川省,成都市,新都区,新都 新都城区,合能珍宝锦城一期,新都区源旺路59号,社区,3,6.0,10814,826,2017,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,12,0,12
四川省,成都市,郫都区,郫都 犀浦,合能淘淘橙1期,张家石桥街58号,社区,4,5.0,13608,616,2016,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,10,0,10
四川省,成都市,高新区,高新 中和,红树湾二期,"中和大道二段69号,府兴路51号",社区,11,24.0,22771,3338,2018,,0,24,0,24
四川省,成都市,双流区,双流航空港,空港新天地,长江路三段21号,社区,2,5.0,13267,436,2000,,1,10,0,11
四川省,成都市,郫都区,郫都 红光,西郡英华一期,郫都区思源路与港华路交叉口西北200米,社区,12,12.0,17390,393,2011,,3,0,0,3
四川省,成都市,郫都区,郫都 犀浦,合能珍宝橙1期,筒车堰路79号,社区,2,2.0,12337,600,2016,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,4,0,4
四川省,成都市,双流区,双流航空港,欧香名苑,双流区乌江路232,社区,3,3.0,10731,346,2000,,0,6,0,6
四川省,成都市,武侯区,武侯 川音,和谐公寓,武侯区老马路13号,社区,2,2.0,18043,300,2000,,1,0,0,1
四川省,成都市,武侯区,武侯外双楠,双楠所有阳光,武侯区二环路西一段59号,社区,1,12.0,11769,485,2004,,0,24,0,24
四川省,成都市,青羊区,青羊 外金沙,清水河畔,金福南路55号,社区,6,22.0,15635,1956,2007,,2,45,0,47
四川省,成都市,郫都区,郫都红光,西郡英华三期,红光街道港通北一路567号(港华路于思源路交汇处),社区,9,10.0,12273,2007,2013,,2,0,0,2
四川省,成都市,金牛区,金牛 营门口,香木林西郡,四川金牛区银沙路37号,社区,5,6.0,16129,576,2006,,2,20,0,22
四川省,成都市,郫都区,郫都 犀浦,合能珍宝橙2期,犀浦街道天河路地铁口D出口合能橙中心,社区,3,3.0,12337,719,2016,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,6,0,6
四川省,成都市,武侯区,武侯 广福桥,双楠水岸,广福桥北街2号,社区,1,2.0,19116,90,2003,,0,4,0,4
四川省,成都市,武侯区,武侯 红牌楼,锦座名都,武侯区永顺路566,社区,2,5.0,21074,210,2014,,1,10,0,11
四川省,成都市,成华区,成华 东郊记忆,红枫岭三期,成都市成华区建设南路160号,社区,10,23.0,16946,5248,2007,,0,46,0,46
四川省,成都市,双流区,双流 东升镇,天府景秀1期,广都大道189号,社区,22,74.0,13462,534,2005,,1,0,0,1
四川省,成都市,锦江区,锦江 三圣乡,合能锦城,锦江区海棠路614号,社区,5,7.0,21401,1918,2013,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,14,0,14
四川省,成都市,锦江区,锦江 九眼桥,合能东城攻略,锦江区东四街与莲花北路交叉路口往东北约100米(东方新城西南侧约50米),社区,3,3.0,15938,958,2007,,0,6,0,6
四川省,成都市,青羊区,青羊 府南新区,吉祥苑（双清巷）,青羊区双清巷11号,社区,1,3.0,16418,450,2001,,0,6,0,6
四川省,成都市,温江区,温江 温江新城,泰基花溪谷,温江区人和路333号,社区,2,4.0,13945,520,2005,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",0,16,0,16
四川省,成都市,青羊区,青羊 人民公园,冠城花园一期,文庙西街126号,社区,3,7.0,23549,252,2000,,0,14,0,14
四川省,成都市,郫都区,郫都犀浦,万树森林一期,郫都区国宁东路1号,社区,7,22.0,11806,550,2006,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",3,44,0,47
四川省,成都市,双流区,双流 蛟龙港,青楠里,双楠大道中段188号,社区,3,3.0,8272,401,2019,,4,6,0,10
四川省,成都市,成华区,成华 驷马桥,东立国际广场,成华区羊子山路68号,社区,5,5.0,15030,2048,2014,,4,0,0,4
四川省,成都市,锦江区,锦江 九眼桥,朝阳名宅,锦江区莲桂西路168号,社区,5,12.0,21435,941,2002,,0,24,0,24
四川省,成都市,双流区,双流 东升镇,兰亭半岛,迎春路四段66号,社区,17,36.0,16392,1000,2009,,0,69,0,69
四川省,成都市,温江区,温江 花都大道,千禧河畔D区,温江区江安路666号,社区,8,8.0,15933,1473,2010,"不孕不育,低俗,低俗医疗,内衣内裤,医美整形,沐足SPA",0,18,2,20
四川省,成都市,青羊区,青羊 宽窄巷子,金河苑,青羊区柿子巷8号,社区,1,4.0,23995,150,2000,,1,8,0,9
四川省,成都市,天府新区,天府新区 麓山,枫丹铂麓三期,金安西路369号,社区,17,55.0,16227,842,2016,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",1,106,0,107
四川省,成都市,青羊区,青羊 人民公园,西府少城,青羊区小南街109号,社区,3,3.0,30517,1304,2009,,0,1,0,1
四川省,成都市,成华区,成华 理工大,蓝润V客尚东一期,民兴北二路158号,社区,5,5.0,18972,1220,2015,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,10,0,10
四川省,成都市,新都区,新都 大丰,汇融广场写字楼,新都詹家湾路128号,社区,2,9.0,14273,3403,2013,,0,2,0,2
四川省,成都市,金牛区,金牛 茶店子,幸福枫景,金牛区蜀明路3号,社区,5,12.0,19124,406,2001,,1,25,0,26
四川省,成都市,青羊区,青羊 万家湾,国一梦巢,光华大道南二路238号,社区,3,5.0,21590,360,2015,,1,10,0,11
四川省,成都市,新都区,新都 大丰,天晨花溪碧一期,新都区大丰街道蓉北路三段223号附7号,社区,3,10.0,11094,900,2018,,0,20,0,20
四川省,成都市,武侯区,武侯 五大花园,晶楠天地,武侯区晋吉南路36号,社区,1,2.0,19948,101,2015,,1,2,0,3
四川省,成都市,天府新区,天府新区 麓山,枫丹铂麓一期,启元二街168号,社区,9,16.0,22131,1882,2019,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,32,0,32
四川省,成都市,高新区,高新 广都,名著司南,雅和南一路99号,社区,12,28.0,26393,3000,2011,,0,27,0,27
四川省,成都市,温江区,温江 温江新城,春秋嘉境,南江路466号,社区,3,7.0,16318,136,2011,,0,13,0,13
四川省,成都市,青羊区,青羊 优品道,香槟花园,青羊区瑞联路33号,社区,11,11.0,24032,396,2004,,4,0,0,4
四川省,成都市,新都区,新都 大丰,天晨花溪碧二期,新都区大丰街道蓉北路三段223号附7号,社区,5,10.0,11078,936,2018,,0,20,0,20
四川省,成都市,温江区,温江 国色天乡,花语岸,温江区万春镇春江南路152号,社区,7,9.0,10683,1858,2012,,2,0,0,2
四川省,成都市,武侯区,武侯 簇桥,天府金花,武侯区金凤街129,社区,4,10.0,14478,877,2007,,2,20,0,22
四川省,成都市,成华区,成华 理工大,蓝润V客尚东二期,民兴北二路111号,社区,5,10.0,19458,1205,2015,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,8,0,8
四川省,成都市,天府新区,天府新区 麓山,枫丹铂麓二期,启元三街166号,社区,12,43.0,27457,614,2018,"不孕不育,中介,低俗,低俗医疗,内衣内裤,医美整形,房屋地产,房屋租赁,沐足SPA,物业",0,86,0,86
四川省,成都市,锦江区,锦江琉璃场,金林中心,锦江区经天路1号,社区,3,4.0,16027,674,2015,,2,0,0,2
四川省,成都市,高新区,高新 中和,城南春天,高新区中和朝阳路229号,社区,12,29.0,32687,2673,2012,,0,58,0,58
四川省,成都市,武侯区,武侯 五大花园,翠堤春晓西区,沙堰街238号,社区,16,16.0,14093,1054,2002,,1,28,0,29
四川省,成都市,青羊区,青羊 宽窄巷子,锦都3期,青羊区通惠门路3号,社区,5,5.0,36410,445,2006,,3,0,0,3
四川省,成都市,金牛区,金牛 一品天下,一品天下D区,金牛区营康西路427号,社区,2,6.0,19644,175,2006,,0,12,0,12
