序号,行政区域,商圈,社区名称,楼盘性质,社区地址,媒体数量,媒体位置,道闸画面尺寸,灯箱显示画面尺寸,楼盘均价,交房时间,楼盘户数,楼盘居住总人数,日人流量,车位数,日车流量,禁忌行业
162,番禺区,大学城商圈,越秀·星汇文华,高档住宅,番禺区大学城华工南路12号,1,三期出口,830*3126,440*920,80000.0,2015,1030,4120,6180,800,4800,限制地产
163,番禺区,大学城商圈,越秀·星汇文宇,高档住宅,番禺区大学城中六路54号,1,大学时光进口,830*3208,440*920,78000.0,2014,800,3200,3000,600,3600,限制地产
164,番禺区,大学城商圈,越秀·星汇文宇,高档住宅,番禺区大学城中六路54号,1,大学时光出口,750*2800,440*920,78000.0,2014,800,3200,3000,600,3600,限制地产
165,番禺区,大学城商圈,越秀·星汇文宇,高档住宅,番禺区大学城中六路54号,1,二期进口,830*3208,440*920,78000.0,2014,800,3200,3000,600,3600,限制地产
166,番禺区,大学城商圈,越秀·星汇文宇,高档住宅,番禺区大学城中六路54号,1,二期出口,750*2800,440*920,78000.0,2014,800,3200,3000,600,3600,限制地产
167,番禺区,华南板块商圈,华南新城（大平台）,高档住宅,番禺区南村华南新城,1,进口,750*2800,440*920,50000.0,2011,4800,19200,24000,4000,25000,限制地产
168,番禺区,华南板块商圈,华南新城（大平台）,高档住宅,番禺区南村华南新城,1,出口,750*2800,440*920,50000.0,2011,4800,19200,24000,4000,25000,限制地产
169,番禺区,华南板块商圈,华南新城（江山颐景）,高档住宅,番禺区南村华南新城,1,进口,830*3208,440*920,45000.0,2016,500,2000,3000,400,2800,限制地产
170,番禺区,华南板块商圈,华南新城（江山颐景）,高档住宅,番禺区南村华南新城,1,出口,830*3208,440*920,45000.0,2016,500,2000,3000,400,2800,限制地产
171,番禺区,华南板块商圈,华南新城（江山颐景）,高档住宅,番禺区南村华南新城,1,进口,830*3700,480*845,45000.0,2016,500,2000,3000,400,2800,限制地产
172,番禺区,华南板块商圈,华南新城（江山颐景）,高档住宅,番禺区南村华南新城,1,出口,830*3454,480*845,45000.0,2016,500,2000,3000,400,2800,限制地产
173,番禺区,华南板块商圈,华南新城（南区东北门）,高档住宅,番禺区南村华南新城,1,混进混出,750*2800,440*920,50000.0,2011,4800,19200,24000,4000,25000,限制地产
174,番禺区,洛溪新城商圈,彩虹花园(东区东门）,大型住宅,番禺区洛溪新城如意路,1,混进混出,830*3700,480*845,29000.0,2000,850,3500,5100,400,2000,没有限制
175,番禺区,洛溪新城商圈,彩虹花园(东区南门）,大型住宅,番禺区洛溪新城如意路,1,混进混出,830*3208,480*845,29000.0,2000,850,3500,5100,400,2000,没有限制
176,番禺区,洛溪新城商圈,彩虹花园(西区),大型住宅,番禺区洛溪彩虹花园西区,1,混进混出,830*3126,480*845,29000.0,2000,850,3500,5100,400,2000,没有限制
177,番禺区,洛溪新城商圈,海棠居,大型住宅,番禺区洛溪新城海棠居,1,混进混出,830*3536,480*845,50000.0,2000,150,600,900,150,800,没有限制
178,番禺区,洛溪新城商圈,海天花园1,大型住宅,番禺区洛溪路海天花园(洛溪地铁站西450米),1,混进混出,830*3700,480*845,26000.0,1998,350,1400,2100,180,720,没有限制
179,番禺区,洛溪新城商圈,海天花园2,大型住宅,番禺区洛溪路海天花园(洛溪地铁站西450米),1,混进混出,830*3618,480*845,26000.0,1998,350,1400,2100,180,720,没有限制
180,番禺区,洛溪新城商圈,吉祥北园（A区）,大型住宅,番禺区洛溪新城新浦路1号,1,混进混出,830*3290,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
181,番禺区,洛溪新城商圈,吉祥北园（B区）,大型住宅,番禺区洛溪新城洛溪新城吉祥北街,1,(后门）混进混出,830*3536,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
182,番禺区,洛溪新城商圈,吉祥北园（B区）,大型住宅,番禺区洛溪新城吉祥北街,1,(前门）混进混出,830*3372,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
183,番禺区,洛溪新城商圈,吉祥北园（C区）,大型住宅,番禺区洛溪吉祥北园C区,1,(西门）混进混出,830*3618,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
184,番禺区,洛溪新城商圈,吉祥北园（C区）,大型住宅,番禺区洛溪吉祥北园C区,1,(东门）混进混出,830*3700,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
185,番禺区,洛溪新城商圈,吉祥北园（D区）,大型住宅,番禺区洛溪新城吉祥南街,1,(6号岗）混进混出,830*3126,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
186,番禺区,洛溪新城商圈,吉祥北园（D区）,大型住宅,番禺区洛溪新城吉祥南街,1,(7号岗）混进混出,830*3536,480*845,26000.0,1993,2860,11440,17160,1200,5500,没有限制
187,番禺区,洛溪新城商圈,吉祥道小区A,大型住宅,番禺区洛溪新城吉祥北街,1,(078岗）混进混出,830*3126,480*845,23000.0,1990,400,1600,2400,150,800,没有限制
188,番禺区,洛溪新城商圈,吉祥道小区B,大型住宅,番禺区洛溪新城吉祥北街,1,(080岗）混进混出,830*3044,480*845,23000.0,1990,400,1600,2400,150,800,没有限制
189,番禺区,洛溪新城商圈,吉祥道小区C,大型住宅,番禺区洛溪新城吉祥北街,1,(079岗）混进混出,830*3126,480*845,23000.0,1990,400,1600,2400,150,800,没有限制
190,番禺区,洛溪新城商圈,吉祥道小区D,大型住宅,番禺区洛溪新城吉祥北街,1,(081岗）混进混出,830*3126,480*845,23000.0,1990,400,1600,2400,150,800,没有限制
191,番禺区,洛溪新城商圈,吉祥上街,大型住宅,番禺区洛溪新城吉祥上街,1,混进混出,830*3618,480*845,23000.0,1990,400,1600,2400,150,800,没有限制
192,番禺区,洛溪新城商圈,如意花园1,大型住宅,番禺区洛溪新城吉祥南街50号,1,(前门）混进混出,830*3700,480*845,23000.0,1994,1598,6392,9588,700,3000,没有限制
193,番禺区,洛溪新城商圈,如意花园2,大型住宅,番禺区洛溪新城吉祥南街50号,1,(后门）混进混出,830*3700,480*845,23000.0,1994,1598,6392,9588,700,3000,没有限制
194,番禺区,洛溪新城商圈,如意中心1,大型住宅,番禺区洛溪新城如意二马路29号附近,1,进口,830*3208,480*845,26000.0,1996,680,2720,4080,300,1300,没有限制
195,番禺区,洛溪新城商圈,如意中心2,大型住宅,番禺区洛溪新城如意二马路29号附近,1,出口,830*3290,480*845,26000.0,1996,680,2720,4080,300,1300,没有限制
196,番禺区,洛溪新城商圈,雅兰苑,大型住宅,番禺区洛溪新城雅兰苑,1,混进混出,830*3372,480*845,30000.0,1999,200,800,1200,100,250,没有限制
197,番禺区,南村商圈,兴业小区,住宅,番禺区南村华南路85号,1,后门（混进混出）,830*3290,440*920,28000.0,2003,680,2720,3400,450,2700,没有限制
198,番禺区,南村商圈,兴业小区,住宅,番禺区南村华南路85号,1,大门（混进混出）,830*3290,440*920,28000.0,2003,680,2720,3400,450,2700,没有限制
199,番禺区,南村商圈,兴业小区（外围广场）,商业,番禺区南村华南路85号,1,混进混出,750*3000,440*920,28000.0,2003,680,2720,3400,450,2700,没有限制
200,番禺区,南村商圈,兴业小区（外围广场）,商业,番禺区南村华南路85号,1,混进混出,830*3044,480*845,28000.0,2003,680,2720,3400,450,2700,没有限制
201,番禺区,市桥商圈,保利·香逸花园,高档楼盘,番禺区市桥南城路536号,1,进口,800*2490,450*950,39000.0,2012,800,3200,4800,650,3000,限制地产
202,番禺区,市桥商圈,保利·香逸花园,高档楼盘,番禺区市桥南城路536号,1,出口,800*2490,450*950,39000.0,2012,800,3200,4800,650,3000,限制地产
203,番禺区,亚运城商圈,保利·亚奥花园,高档住宅,番禺区北环东路,1,进口,830*2388,480*845,23000.0,2010,1000,4000,6000,800,4000,限制地产
204,番禺区,亚运城商圈,保利·亚奥花园,高档住宅,番禺区北环东路,1,出口,830*2880,480*845,23000.0,2010,1000,4000,6000,800,4000,限制地产
205,番禺区,亚运城商圈,保利·亚奥南苑,高档楼盘,番禺石楼镇奥冠街2号保利亚奥南苑,1,进口,830*2790,480*845,23000.0,2010,1000,4000,6000,800,4000,限制地产
206,番禺区,亚运城商圈,保利·亚奥南苑,高档楼盘,番禺石楼镇奥冠街2号保利亚奥南苑,1,出口,830*2790,480*845,23000.0,2010,1000,4000,6000,800,4000,限制地产
207,番禺区,万博商圈,碧桂园藏珑府（碧臻花园）,高档住宅,番禺区G105与香江大道交叉口(长隆动物世界北门东),1,进口,750*2800,440*920,50000.0,2022,1500,6000,7500,1500,8000,限制地产
208,番禺区,万博商圈,碧桂园藏珑府（碧臻花园）,高档住宅,番禺区G105与香江大道交叉口(长隆动物世界北门东),1,进口,750*2800,440*920,50000.0,2022,1500,6000,7500,1500,8000,限制地产
209,番禺区,万博商圈,碧桂园藏珑府（碧臻花园）,高档住宅,番禺区G105与香江大道交叉口(长隆动物世界北门东),1,进口,750*2800,440*920,50000.0,2022,1500,6000,7500,1500,8000,限制地产
210,番禺区,万博商圈,碧桂园藏珑府（碧臻花园）,高档住宅,番禺区G105与香江大道交叉口(长隆动物世界北门东),1,出口,750*2800,440*920,50000.0,2022,1500,6000,7500,1500,8000,限制地产
211,番禺区,万博商圈,碧桂园藏珑府（碧臻花园）,高档住宅,番禺区G105与香江大道交叉口(长隆动物世界北门东),1,出口,750*2800,440*920,50000.0,2022,1500,6000,7500,1500,8000,限制地产
212,番禺区,迎宾路商圈,星力时代豪庭,高档住宅,番禺区迎宾路南段迎星东路33号,1,出口,830*2716,480*845,27000.0,2018,850,3400,5100,700,3000,没有限制
213,番禺区,迎宾路商圈,星力时代豪庭,高档住宅,番禺区迎宾路南段迎星东路33号,1,进口,830*2716,480*845,27000.0,2018,850,3400,5100,700,3000,没有限制
214,番禺区,迎宾路商圈,星力时代豪庭,高档住宅,番禺区迎宾路南段迎星东路33号,1,出口,830*2716,480*845,27000.0,2018,850,3400,5100,700,3000,没有限制
215,番禺区,迎宾路商圈,星力时代豪庭,高档住宅,番禺区迎宾路南段迎星东路33号,1,进口,830*2790,480*845,27000.0,2018,850,3400,5100,700,3000,没有限制
216,番禺区,钟村商圈,锦绣生态园（翠屏苑）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,出口,830*3618,480*845,24000.0,2008,5016,20064,30096,2500,12000,没有限制
217,番禺区,钟村商圈,锦绣生态园（翠屏苑）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,进口,830*3372,480*845,24000.0,2008,5016,20064,30096,2500,12000,没有限制
218,番禺区,钟村商圈,锦绣生态园（大门）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,进口2,830*3372,440*920,24000.0,2008,5016,20064,30096,2500,12000,没有限制
219,番禺区,钟村商圈,锦绣生态园（大门）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,进口1,830*3372,440*920,24000.0,2008,5016,20064,30096,2500,12000,没有限制
220,番禺区,钟村商圈,锦绣生态园（大门）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,出口2,830*3700,440*920,24000.0,2008,5016,20064,30096,2500,12000,没有限制
221,番禺区,钟村商圈,锦绣生态园（大门）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,出口1,830*3372,440*920,24000.0,2008,5016,20064,30096,2500,12000,没有限制
222,番禺区,钟村商圈,锦绣生态园（乐满园）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,进口,830*3700,480*845,24000.0,2008,5016,20064,30096,2500,12000,没有限制
223,番禺区,钟村商圈,锦绣生态园（乐满园）,高档住宅,番禺区钟村祈福路大夫山森林公园北门,1,出口,830*3700,480*845,24000.0,2008,5016,20064,30096,2500,12000,没有限制
224,海珠区,宝岗大道商圈,宝岗体育场,综合商业,海珠区宝岗大道新凤祥大街93号,1,进口,830*3700,440*920,,/,1500,6000,7500,1000,5000,没有限制
225,海珠区,宝岗大道商圈,宝岗体育场,综合商业,海珠区宝岗大道新凤祥大街93号,1,进口,830*3700,440*920,,/,1500,6000,7500,1000,5000,没有限制
226,海珠区,宝岗大道商圈,宝岗体育场,综合商业,海珠区宝岗大道新凤祥大街93号,1,出口,830*3700,440*920,,/,1500,6000,7500,1000,5000,没有限制
227,海珠区,宝岗大道商圈,江南骏园,高档住宅,海珠区宝业路骏园西街28号,1,出口,830*2634,480*845,35000.0,1998,500,2000,3000,350,1750,没有限制
228,海珠区,宝岗大道商圈,江南骏园,高档住宅,海珠区宝业路骏园西街28号,1,进口,830*3126,480*845,52000.0,2009,1500,6000,9000,3000,15000,没有限制
229,海珠区,宝岗大道商圈,江南苑（三期）,高档住宅,海珠区宝业路538号,1,进口,830*2634,480*845,52000.0,2009,1500,6000,9000,3000,15000,没有限制
230,海珠区,宝岗大道商圈,江南苑（三期）,高档住宅,海珠区宝业路538号,1,出口,830*3126,480*845,52000.0,2009,1500,6000,9000,3000,15000,没有限制
231,海珠区,宝岗大道商圈,江南苑（西门）,高档住宅,海珠区宝业路538号,1,出口,830*3700,480*845,52000.0,2009,1500,6000,9000,3000,15000,没有限制
232,海珠区,宝岗大道商圈,江南苑（西门）,高档住宅,海珠区宝业路538号,1,进口,830*3618,480*845,52000.0,2009,1500,6000,9000,3000,15000,没有限制
233,海珠区,宝岗大道商圈,杏园小区,社区,海珠区紫玉大街杏园小区,1,混进混出,750*2830,440*920,51000.0,1998,1200,4800,6000,800,4000,没有限制
234,海珠区,宝岗大道商圈,越秀·可逸锦苑,高档住宅,海珠区杏园大街96-100号,1,进口,830*3290,440*920,70000.0,2013,600,2500,3600,500,3000,限制地产
235,海珠区,宝岗大道商圈,越秀·可逸锦苑,高档住宅,海珠区杏园大街96-100号,1,出口,830*3618,440*920,70000.0,2013,600,2500,3600,500,3000,限制地产
236,海珠区,宝岗大道商圈,越秀·可逸隽轩,高档住宅,海珠区南田路278号,1,进口,750*2800,440*920,65000.0,2014,450,1800,2700,300,1600,限制地产
237,海珠区,宝岗大道商圈,越秀·可逸隽轩,高档住宅,海珠区南田路278号,1,出口,750*2800,440*920,65000.0,2014,450,1800,2700,300,1600,限制地产
238,海珠区,宝岗大道商圈,越秀·可逸名庭,高档住宅,海珠区宝岗大道1-24号,1,进口,830*3536,440*920,60000.0,2000,1500,6000,9000,1200,6000,限制地产
239,海珠区,宝岗大道商圈,越秀·可逸名庭,高档住宅,海珠区宝岗大道1-24号,1,出口,830*3618,440*920,60000.0,2000,1500,6000,9000,1200,6000,限制地产
240,海珠区,滨江东商圈,宝怡阁,高档住宅,海珠区滨江东怡福路218号,1,混进混出,830*3700,440*920,60000.0,2000,600,2400,3600,450,2250,没有限制
241,海珠区,滨江东商圈,城启·学林华轩,高档住宅,海珠区同福东路南村路28-30号,1,混进混出,830*3700,410*780,45000.0,2000,350,1400,2100,150,680,没有限制
242,海珠区,滨江东商圈,东晓宿舍,高档住宅,海珠区怡海路826-828号,1,混进混出,830*3700,440*920,61000.0,2001,620,2480,3720,480,2400,没有限制
243,海珠区,滨江东商圈,海珠区全民健身中心（二期）,综合商业,海珠区仲恺路628号,1,进口（车库）,750*2800,440*920,,/,800,4000,4800,800,5500,没有限制
244,海珠区,滨江东商圈,海珠区全民健身中心（二期）,综合商业,海珠区仲恺路628号,1,出口（车库）,750*2800,440*920,,/,800,4000,4800,800,5500,没有限制
245,海珠区,滨江东商圈,海珠体育中心,综合商业,海珠区仲恺路628号,1,混进混出（地面）,750*2800,440*920,,/,800,4000,4800,800,5500,没有限制
246,海珠区,滨江东商圈,海珠体育中心,综合商业,海珠区仲恺路628号,1,出口（车库）,830*2470,440*920,,/,800,4000,4800,800,5500,没有限制
